FID,id,cod_craai,cod_mun,municipio,zona_eleitoral,cd_local,nm_local,nm_local2,bairro,endereco,total_seção,total_aptos,X,Y,geom
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5691,307,10,3304557,RIO DE JANEIRO,218,1260,Colégio Sul Americano,COLEGIO SUL AMERICANO,HONÓRIO GURGEL,RUA TACARATU 360,10,4745,-43.35851,-22.85038,POINT (-43.35851000000001 -22.850380000000015)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5690,308,10,3304557,RIO DE JANEIRO,218,1279,Escola Municipal Barão de Itararé,ESCOLA MUNICIPAL BARAO DE ITARARE,MARECHAL HERMES,RUA MARAPENDI S/N,9,2876,-43.37367,-22.85756,POINT (-43.373670000000004 -22.857559999999996)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-568f,309,10,3304557,RIO DE JANEIRO,218,1287,Escola Municipal Conde Afonso Celso,ESCOLA MUNICIPAL CONDE DE AFONSO CELSO,BENTO RIBEIRO,RUA IVINHEIMA 15,12,5916,-43.35727,-22.85964,POINT (-43.35727 -22.859640000000017)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-568e,310,10,3304557,RIO DE JANEIRO,218,1295,Escola Municipal Fernão Dias,ESCOLA MUNICIPAL FERNAO DIAS,MARECHAL HERMES,RUA MARAPENDI 257,3,1171,-43.3739,-22.85715,POINT (-43.3739 -22.85715000000002)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-568d,311,10,3304557,RIO DE JANEIRO,218,1309,Escola Municipal Leonor Pousadas,ESCOLA MUNICIPAL LEONOR POSADAS,MARECHAL HERMES,RUA BELIZE S/N,5,2288,-43.36716,-22.8601,POINT (-43.36715999999999 -22.860100000000017)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-568c,312,10,3304557,RIO DE JANEIRO,218,1317,Escola Municipal Paraguai,ESCOLA MUNICIPAL PARAGUAI,MARECHAL HERMES,PRACA LAUTARO 10,8,3673,-43.36614,-22.86243,POINT (-43.366139999999994 -22.862430000000007)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-568b,313,10,3304557,RIO DE JANEIRO,218,1325,Escola Municipal Raja Gabaglia,ESCOLA MUNICIPAL RAJA GABAGLIA,OSWALDO CRUZ,RUA SOUZA CALDAS 45,10,3984,-43.34902,-22.86376,POINT (-43.349019999999996 -22.86376000000001)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-568a,314,10,3304557,RIO DE JANEIRO,218,1333,Escola Municipal Viriato Correia,ESCOLA MUNICIPAL VIRIATO CORREIA,OSWALDO CRUZ,RUA GUARAREMA 50,12,4209,-43.34952,-22.86411,POINT (-43.349519999999984 -22.864109999999997)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5689,315,10,3304557,RIO DE JANEIRO,218,1341,Escola Municipal Irineu Marinho,ESCOLA MUNICIPAL IRINEU MARINHO,MARECHAL HERMES,RUA AMERICO DA ROCHA 821,11,5427,-43.36338,-22.85533,POINT (-43.36338000000001 -22.85533000000001)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5688,316,10,3304557,RIO DE JANEIRO,119,1090,Escola Municipal Golda Meir,ESCOLA MUNICIPAL GOLDA MEIR,BARRA DA TIJUCA,AV. LÚCIO COSTA 3300 CONDOMÍNIO BARRAMARES,12,5947,-43.32769,-23.0084,POINT (-43.327690000000004 -23.008400000000016)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5687,317,10,3304557,RIO DE JANEIRO,119,1430,Escola Municipal Jackson de Figueiredo,ESCOLA MUNICIPAL JACKSON DE FIGUEIREDO,ITANHANGÁ,RUA MAJOR ROLINDA DA SILVA 65 COND. AMABA,3,1162,-43.29963,-23.0082,POINT (-43.29963000000002 -23.008200000000002)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5686,318,10,3304557,RIO DE JANEIRO,014,1120,ESCOLA MUNICIPAL GOIÁS,ESCOLA MUNICIPAL GOIAS,ENCANTADO,RUA GOIAS 248,7,3228,-43.30169,-22.89479,POINT (-43.30169 -22.89479)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5685,319,10,3304557,RIO DE JANEIRO,014,1139,ESCOLA MUNICIPAL HELIO SMIDT,ESCOLA MUNICIPAL HELIO SMIDT,ENGENHO DE DENTRO,RUA JOSE DOS REIS 879,6,2184,-43.29392,-22.88854,POINT (-43.293920000000014 -22.888540000000003)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5684,320,10,3304557,RIO DE JANEIRO,014,1198,ESCOLA MUNICIPAL BOLÍVAR,ESCOLA MUNICIPAL BOLIVAR,ENGENHO DE DENTRO,RUA JOSE DOS REIS 466,9,3884,-43.29426,-22.89116,POINT (-43.29426000000001 -22.891160000000006)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5683,321,10,3304557,RIO DE JANEIRO,014,1333,RIVER FUTEBOL CLUBE,RIVER FUTEBOL CLUBE,PIEDADE,RUA JOAO PINHEIRO 426,9,4342,-43.30522,-22.88867,POINT (-43.305220000000006 -22.88867000000001)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5682,322,10,3304557,RIO DE JANEIRO,014,1341,ESCOLA MUNICIPAL TAGORE,ESCOLA MUNICIPAL TAGORE,PIEDADE,PRACA FREDERICO DUVAL S/N,8,3855,-43.3025,-22.88766,POINT (-43.302500000000016 -22.88766000000001)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5681,323,10,3304557,RIO DE JANEIRO,014,1520,ESCOLA MUNICIPAL FRANÇA,ESCOLA MUNICIPAL FRANCA,PIEDADE,RUA PADRE NOBREGA 725,12,4457,-43.3143,-22.87998,POINT (-43.3143 -22.879979999999996)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5680,324,10,3304557,RIO DE JANEIRO,014,1538,ESCOLA MUNICIPAL JOÃO KOPKE,ESCOLA MUNICIPAL JOAO KOPKE,PIEDADE,RUA SOUSA CERQUEIRA 63,13,5316,-43.3082,-22.88389,POINT (-43.30820000000001 -22.883890000000015)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-567f,325,10,3304557,RIO DE JANEIRO,014,1554,IGREJA DO DIVINO SALVADOR,IGREJA DO DIVINO SALVADOR,PIEDADE,RUA DIVINO SALVADOR 153,10,3490,-43.31058,-22.88737,POINT (-43.31058 -22.88737000000002)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-567e,326,10,3304557,RIO DE JANEIRO,014,1708,ASPOM - ASSOCIAÇÃO BENEFICENTE DOS SUBTENENTES E SARGENTOS DA POLÍCIA MILITAR,ASPOM ASSOC. BENEF. DOS SUBTEN. E SGTOS. DA PM,PIEDADE,AV. SUBURBANA 8484,11,4599,-43.3088,-22.88541,POINT (-43.30879999999999 -22.885410000000004)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-567d,327,10,3304557,RIO DE JANEIRO,014,1716,BANCO ITAU - AG. CASCADURA,BANCO ITAÚ AGÊNCIA CASCADURA,CASCADURA,PRACA NOSSA SENHORA DO AMPARO 32,2,836,-43.32483,-22.88121,POINT (-43.32482999999999 -22.881210000000017)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-567c,328,10,3304557,RIO DE JANEIRO,014,1724,ESCOLA MUNICIPAL PROFESSOR SOUZA DA SILVEIRA,ESCOLA MUNICIPAL PROFESSOR SOUZA DA SILVEIRA,QUINTINO BOCAIUVA,RUA AMÁLIA S/N,10,4873,-43.31528,-22.88062,POINT (-43.31528000000002 -22.88062)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-567b,329,10,3304557,RIO DE JANEIRO,014,1732,ESCOLA MUNICIPAL JAIME COSTA,ESCOLA MUNICIPAL JAIME COSTA,CAVALCANTI,RUA MÚCIO TEIXEIRA 25,5,2175,-43.31447,-22.87445,POINT (-43.31446999999999 -22.874450000000017)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-567a,330,10,3304557,RIO DE JANEIRO,014,1740,GRÊMIO  ESPORTIVO VITAL,GRÊMIO ESPORTIVO VITAL,QUINTINO BOCAIUVA,RUA VITAL 80,4,1384,-43.31903,-22.88797,POINT (-43.319029999999984 -22.887970000000013)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5679,331,10,3304557,RIO DE JANEIRO,014,1759,PARÓQUIA NOSSA SENHORA DO AMPARO E SANTA MARIA GORETTI,PARÓQUIA NOSSA SENHORA DO AMPARO E SANTA MARIA GORETTI,CASCADURA,AV. DOM HÉLDER CÂMARA 9887,8,2843,-43.32257,-22.88291,POINT (-43.32256999999999 -22.88291000000002)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5678,332,10,3304557,RIO DE JANEIRO,014,1767,SANTA MÔNICA CENTRO EDUCACIONAL,SANTA MÔNICA CENTRO EDUCACIONAL,CASCADURA,RUA CERQUEIRA DALTRO 244,11,4977,-43.32301,-22.88063,POINT (-43.323010000000004 -22.88063000000001)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5677,333,10,3304557,RIO DE JANEIRO,014,1775,ESCOLA MUNICIPAL ALAGOAS,ESCOLA MUNICIPAL ALAGOAS,PILARES,AV. DOM HELDER CAMARA 6742,7,2392,-43.29421,-22.88114,POINT (-43.294210000000014 -22.88114000000002)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5676,334,10,3304557,RIO DE JANEIRO,014,1783,ESCOLA MUNICIPAL ALAGOAS,ESCOLA MUNICIPAL ALAGOAS,PILARES,AV. DOM HELDER CAMARA 6742,1,298,-43.29423,-22.88122,POINT (-43.29422999999999 -22.881220000000017)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5675,335,10,3304557,RIO DE JANEIRO,014,1791,ESCOLA MUNICIPAL ENGENHEIRO ROBERTO MAGNO DE CARVALHO,ESCOLA MUNICIPAL ENGENHEIRO ROBERTO MAGNO DE CARVALHO,ENGENHO DE DENTRO,PRAÇA JOSÉ BENEVIDES S/N,3,1092,-43.29303,-22.88464,POINT (-43.29303 -22.88464)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5674,336,10,3304557,RIO DE JANEIRO,014,1805,ESCOLA MUNICIPAL MARANHÃO,ESCOLA MUNICIPAL MARANHAO,PILARES,AV. JOÃO RIBEIRO 389,11,4445,-43.29757,-22.87333,POINT (-43.29757000000001 -22.873330000000013)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5673,337,10,3304557,RIO DE JANEIRO,014,1813,IRMANDADE DE SAO BENEDITO DOS PILARES,IRMANDADE DE SAO BENEDITO DOS PILARES,PILARES,RUA DJALMA DUTRA S/N,4,1413,-43.29354,-22.88169,POINT (-43.29354 -22.881689999999992)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5672,338,10,3304557,RIO DE JANEIRO,014,1821,BANCO ITAÚ - AG. DOM HÉLDER CÂMARA,BANCO ITAÚ (AGÊNCIA DOM HELDER CÂMARA),PILARES,AV. DOM HELDER CAMARA 6586,4,1090,-43.2928,-22.88186,POINT (-43.29280000000001 -22.881860000000003)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5671,339,10,3304557,RIO DE JANEIRO,014,1830,ESCOLA MUNICIPAL ADELMAR TAVARES,ESCOLA MUNICIPAL ADELMAR TAVARES,CAVALCANTI,RUA AUGUSTO FRANCO S/N,2,854,-43.31489,-22.87779,POINT (-43.31489 -22.877790000000005)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5670,340,10,3304557,RIO DE JANEIRO,014,1848,ESCOLA MUNICIPAL FREI LEOPOLDO,ESCOLA MUNICIPAL FREI LEOPOLDO,CAVALCANTI,RUA HERCULANO PENA S/N,2,641,-43.31411,-22.87385,POINT (-43.31410999999999 -22.87385000000001)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-566f,341,10,3304557,RIO DE JANEIRO,014,1856,ESCOLA MUNICIPAL PREFEITO FILADELFO AZEVEDO,ESCOLA MUNICIPAL PREFEITO FILADELFO AZEVEDO,CAVALCANTI,RUA GRAÇA MELO 640,4,1091,-43.31091,-22.87332,POINT (-43.310909999999986 -22.873320000000014)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-566e,342,10,3304557,RIO DE JANEIRO,014,1864,ESCOLA MUNICIPAL QUINTINO BOCAIÚVA,ESCOLA MUNICIPAL QUINTINO BOCAIÚVA,QUINTINO BOCAIUVA,RUA VITAL 152,12,5057,-43.31884,-22.88725,POINT (-43.31884 -22.887250000000016)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-566d,343,10,3304557,RIO DE JANEIRO,014,1872,BANCO ITAÚ -  AG. JOÃO RIBEIRO,BANCO ITAÚ (AGÊNCIA JOÃO RIBEIRO),PILARES,AVENIDA JOÃO RIBEIRO 130,2,839,-43.2951,-22.87882,POINT (-43.29509999999999 -22.878820000000015)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-566c,344,10,3304557,RIO DE JANEIRO,014,1880,BANCO ITAÚ - AG. JOÃO RIBEIRO,BANCO ITAÚ (AGÊNCIA JOÃO RIBEIRO),PILARES,AVENIDA JOÃO RIBEIRO 130,3,1172,-43.29513,-22.87876,POINT (-43.29513000000001 -22.878759999999996)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-566b,345,10,3304557,RIO DE JANEIRO,014,1899,ESCOLA MUNICIPAL ENGENHEIRO ROBERTO MAGNO DE CARVALHO,ESCOLA MUNICIPAL ENGENHEIRO ROBERTO MAGNO DE CARVALHO,ENGENHO DE DENTRO,PRAÇA JOSÉ BENEVIDES S/N,4,1424,-43.29321,-22.88482,POINT (-43.29321000000001 -22.884820000000015)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-566a,346,10,3304557,RIO DE JANEIRO,014,1902,ABOLIÇÃO VEÍCULOS,ABOLICAO VEICULOS LTDA.,ABOLIÇÃO,RUA SILVA XAVIER 36,7,3107,-43.30099,-22.88454,POINT (-43.30098999999999 -22.88454)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5669,347,10,3304557,RIO DE JANEIRO,014,1910,ESCOLA MUNICIPAL CINCO DE JULHO,ESCOLA MUNICIPAL CINCO DE JULHO,CASCADURA,RUA CAETANO DA SILVA 730,2,873,-43.32323,-22.87695,POINT (-43.32323 -22.876950000000004)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5668,348,10,3304557,RIO DE JANEIRO,014,1929,ESCOLA MUNICIPAL HONORIO GURGEL,ESCOLA MUNICIPAL HONORIO GURGEL,ENGENHO DE DENTRO,RUA JOSÉ DOS REIS 707,6,1621,-43.29357,-22.88812,POINT (-43.293569999999995 -22.888119999999997)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5667,349,10,3304557,RIO DE JANEIRO,014,1937,IGREJA METODISTA,IGREJA METODISTA,PILARES,RUA GLAZIOU 71,5,1764,-43.29562,-22.88151,POINT (-43.29561999999999 -22.881509999999995)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5666,350,10,3304557,RIO DE JANEIRO,014,1945,ESCOLA MUNICIPAL SUÉCIA,ESCOLA MUNICIPAL SUECIA,PILARES,RUA MATEUS DE ANDRADE 42,8,3245,-43.29923,-22.87507,POINT (-43.299230000000016 -22.875069999999997)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5665,351,10,3304557,RIO DE JANEIRO,014,1953,IGREJA DE SÃO BENEDITO DOS PILARES,IGREJA DE SAO BENEDITO DOS PILARES,PILARES,AV. DOM HELDER CAMARA 6653,8,3162,-43.2935,-22.88226,POINT (-43.2935 -22.882260000000006)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5664,352,10,3304557,RIO DE JANEIRO,014,1961,BANCO ITAÚ -  AG. DOM HÉLDER CÂMARA,BANCO ITAÚ (AGÊNCIA DOM HELDER CÂMARA),PILARES,AV. DOM HELDER CAMARA 6586,4,1132,-43.29272,-22.88185,POINT (-43.29271999999999 -22.88185)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5663,353,10,3304557,RIO DE JANEIRO,014,1970,ESCOLA MUNICIPAL ESPÍRITO SANTO,ESCOLA MUNICIPAL ESPÍRITO SANTO,CAVALCANTI,RUA HERCULANO PENA S/N,2,646,-43.31453,-22.87411,POINT (-43.31452999999999 -22.874109999999995)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5662,354,10,3304557,RIO DE JANEIRO,014,1988,ESCOLA MUNICIPAL ANTONIO PEREIRA,ESCOLA MUNICIPAL ANTONIO PEREIRA,TOMÁS COELHO,RUA MOACIR DE ALMEIDA 771,7,3383,-43.31036,-22.87094,POINT (-43.31036 -22.87094)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5661,355,10,3304557,RIO DE JANEIRO,229,1023,CENTRO DE CONVENÇÕES SULAMÉRICA,CENTRO DE CONVENÇÕES SULAMÉRICA,PRAÇA DA BANDEIRA,AVENIDA PAULO DE FRONTIN 1,32,13181,-43.20876,-22.91159,POINT (-43.208759999999984 -22.911590000000004)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5660,356,10,3304557,RIO DE JANEIRO,229,1066,ESCOLA MUNICIPAL REVERENDO MARTIN LUTHER KING,ESCOLA MUNICIPAL REVERENDO MARTIN LUTHER KING,ESTÁCIO,RUA JOAQUIM PALHARES 648,13,4217,-43.21161,-22.91189,POINT (-43.21161000000001 -22.911889999999993)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-565f,357,10,3304557,RIO DE JANEIRO,229,1082,IGREJA ASSEMBLÉIA DE DEUS,IGREJA ASSEMBLEIA DE DEUS,RIO COMPRIDO,TRAVESSA PASTOR DANIEL RIBEIRO 13 ANTIGA TRAVESSA RIO COMPRIDO,10,4189,-43.20928,-22.91691,POINT (-43.20928000000001 -22.916909999999994)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-565e,358,10,3304557,RIO DE JANEIRO,229,1090,COLÉGIO SAGRES,COLÉGIO SAGRES,RIO COMPRIDO,RUA SAMPAIO VIANA 184,5,2206,-43.2111,-22.92299,POINT (-43.211100000000016 -22.922990000000002)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-565d,359,10,3304557,RIO DE JANEIRO,229,1104,CLUBE BRADESCO,CLUBE BRADESCO,RIO COMPRIDO,RUA BARÃO DE ITAPAGIPE 154,8,3472,-43.21241,-22.92046,POINT (-43.21241 -22.920460000000013)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-565c,360,10,3304557,RIO DE JANEIRO,229,1112,ESCOLA MUNICIPAL JENNY GOMES,ESCOLA MUNICIPAL JENNY GOMES,RIO COMPRIDO,AV. PAULO DE FRONTIN 452,6,2526,-43.21016,-22.92288,POINT (-43.21016 -22.922880000000003)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-565b,361,10,3304557,RIO DE JANEIRO,229,1120,ESCOLA MUNICIPAL PEREIRA PASSOS,ESCOLA MUNICIPAL PEREIRA PASSOS,RIO COMPRIDO,PRAÇA CONDESSA PAULO DE FRONTIN 45,11,4957,-43.20856,-22.92453,POINT (-43.20856000000001 -22.92453000000001)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-565a,362,10,3304557,RIO DE JANEIRO,229,1139,INSTITUTO PADRE LEONARDO CARRESCIA,INSTITUTO PADRE LEONARDO CARRESCIA,RIO COMPRIDO,RUA BARÃO DE ITAPAGIPE 96,6,2669,-43.21121,-22.91962,POINT (-43.21121000000001 -22.919619999999995)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5659,363,10,3304557,RIO DE JANEIRO,229,1147,PARÓQUIA NOSSA SENHORA DAS DORES,PARÓQUIA NOSSA SENHORA DAS DORES,RIO COMPRIDO,AV. PAULO DE FRONTIN 500,5,2184,-43.20982,-22.92425,POINT (-43.20982000000001 -22.92425000000001)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5658,364,10,3304557,RIO DE JANEIRO,229,1163,SOCIEDADE DE ENSINO SUPERIOR ESTÁCIO DE SÁ,SOCIEDADE DE ENSINO SUPERIOR ESTÁCIO DE SÁ,RIO COMPRIDO,RUA DO BISPO 83,12,5774,-43.21214,-22.92493,POINT (-43.21214 -22.92493)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5657,365,10,3304557,RIO DE JANEIRO,229,1171,CENTRO UNIVERSITÁRIO UNICARIOCA,CENTRO UNIVERSITÁRIO UNICARIOCA,RIO COMPRIDO,AVENIDA PAULO DE FRONTIN 568,20,8746,-43.2098,-22.92639,POINT (-43.20980000000001 -22.926389999999998)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5656,366,10,3304557,RIO DE JANEIRO,229,1198,CLUBE DO SERVIDOR MUNICIPAL,CLUBE DO SERVIDOR MUNICIPAL,ESTÁCIO,RUA ULISSES GUIMARÃES S/N,12,4733,-43.20491,-22.91252,POINT (-43.204909999999984 -22.912520000000015)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5655,367,10,3304557,RIO DE JANEIRO,229,1210,COLÉGIO MARIA RAYTHE,COLÉGIO MARIA RAYTHE,TIJUCA,RUA HADDOCK LOBO 233,5,2198,-43.21384,-22.91971,POINT (-43.213840000000005 -22.91971)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5654,368,10,3304557,RIO DE JANEIRO,229,1228,ESCOLA MUNICIPAL CONSELHEIRO MAYRINK,ESCOLA MUNICIPAL CONSELHEIRO MAYRINK,MARACANÃ,PRAÇA GENERAL PORTINHO 2,4,1680,-43.22411,-22.9146,POINT (-43.22411 -22.914600000000007)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5653,369,10,3304557,RIO DE JANEIRO,229,1236,INSTITUTO DE EDUCAÇÃO,INSTITUTO DE EDUCAÇÃO,TIJUCA,RUA MARIZ E BARROS 273,22,5755,-43.21707,-22.91362,POINT (-43.21707 -22.913620000000012)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5652,370,10,3304557,RIO DE JANEIRO,229,1244,CASA DAS BEIRAS,CASA DAS BEIRAS,TIJUCA,RUA BARAO DE UBÁ 341,3,1232,-43.21105,-22.91568,POINT (-43.211049999999986 -22.91567999999999)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5651,371,10,3304557,RIO DE JANEIRO,229,1252,COLÉGIO ESTADUAL ORSINA DA FONSECA,COLÉGIO ESTADUAL ORSINA DA FONSECA,TIJUCA,RUA SÃO FRANCISCO XAVIER 95,6,2583,-43.22338,-22.91999,POINT (-43.22337999999999 -22.91999000000001)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5650,372,10,3304557,RIO DE JANEIRO,229,1260,FUNDAÇÃO BRADESCO,FUNDAÇÃO BRADESCO,TIJUCA,RUA HADDOCK LOBO 253,9,3592,-43.21442,-22.91975,POINT (-43.21442000000001 -22.919750000000004)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-564f,373,10,3304557,RIO DE JANEIRO,229,1279,CENTRO DE FORMAÇÃO PROFISSIONAL ARTES GRÁFICAS - SENAI,CENTRO DE FORMAÇÃO PROFISSIONAL ARTES GRÁFICAS,MARACANÃ,RUA SÃO FRANCISCO XAVIER 417,3,1296,-43.23238,-22.91569,POINT (-43.23238 -22.915690000000005)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-564e,374,10,3304557,RIO DE JANEIRO,229,1287,COLÉGIO ESTADUAL ANTONIO PRADO JÚNIOR,COLÉGIO ESTADUAL ANTÔNIO PRADO JÚNIOR,TIJUCA,RUA MARIZ E BARROS 273,8,2370,-43.21612,-22.91287,POINT (-43.21611999999999 -22.912870000000012)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-564d,375,10,3304557,RIO DE JANEIRO,229,1317,ESCOLA MUNICIPAL FRANCISCO CABRITA,ESCOLA MUNICIPAL FRANCISCO CABRITA,TIJUCA,AV. MELO MATOS 34,7,2399,-43.2209,-22.92079,POINT (-43.2209 -22.920790000000007)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-564c,376,10,3304557,RIO DE JANEIRO,229,1333,BANCO ITAÚ,BANCO ITAÚ,TIJUCA,RUA HADDOCK LOBO 188,6,1759,-43.21229,-22.91823,POINT (-43.21229000000001 -22.91823)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-564b,377,10,3304557,RIO DE JANEIRO,229,1341,CASA VILA DA FEIRA,CASA VILA DA FEIRA,TIJUCA,RUA HADDOCK LOBO 195,4,1710,-43.21294,-22.91909,POINT (-43.21294 -22.919090000000015)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-564a,378,10,3304557,RIO DE JANEIRO,229,1350,INSTITUTO AGOSTINHO MOREIRA,INSTITUTO AGOSTINHO MOREIRA,TIJUCA,RUA CAMPOS SALES 60,5,2154,-43.21694,-22.91892,POINT (-43.21694 -22.918920000000018)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5649,379,10,3304557,RIO DE JANEIRO,229,1368,ASSOCIAÇÃO ATLÉTICA BANCO DO BRASIL - AABB,ASSOCIACAO ATLÉTICA BANCO DO BRASIL,TIJUCA,RUA HADDOCK LOBO 227,4,1706,-43.21372,-22.9196,POINT (-43.21372000000001 -22.91960000000001)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5648,380,10,3304557,RIO DE JANEIRO,229,1376,CASA DOS AÇORES,CASA DOS AÇORES,TIJUCA,AV. MELO MATOS 25,7,2662,-43.22091,-22.92096,POINT (-43.220909999999996 -22.920960000000004)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5647,382,10,3304557,RIO DE JANEIRO,229,1392,ESCOLA MUNICIPAL AZEVEDO SODRÉ,ESCOLA MUNICIPAL AZEVEDO SODRÉ,TIJUCA,RUA BARÃO DE UBÁ 331,5,1492,-43.211,-22.91542,POINT (-43.21099999999999 -22.91542000000002)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5646,383,10,3304557,RIO DE JANEIRO,229,1406,ESCOLA MUNICIPAL MÁRIO CLÁUDIO,ESCOLA MUNICIPAL MÁRIO CLÁUDIO,TIJUCA,RUA HADDOCK LOBO 148,10,2364,-43.21111,-22.91738,POINT (-43.21111 -22.91738000000001)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5645,384,10,3304557,RIO DE JANEIRO,229,1414,CENTRO INTERESCOLAR FERREIRA VIANA,CENTRO INTERESCOLAR FERREIRA VIANA,MARACANÃ,RUA GENERAL CANABARRO 291,14,5936,-43.22582,-22.91406,POINT (-43.22581999999999 -22.914059999999996)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5644,385,10,3304557,RIO DE JANEIRO,229,1430,ESCOLA TÉCNICA FEDERAL CELSO SUCKOW DA FONSECA - CEFET,ESCOLA TÉCNICA FEDERAL CELSO SUCKOW DA FONSECA,MARACANÃ,AV. MARACANÃ 229,7,2639,-43.22485,-22.91184,POINT (-43.22485 -22.91184000000001)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5643,386,10,3304557,RIO DE JANEIRO,229,1457,BANCO BRADESCO,BANCO BRADESCO,TIJUCA,RUA HADDOCK LOBO 426,5,2054,-43.22037,-22.92142,POINT (-43.220369999999996 -22.921420000000015)
eleitoral_locais_2018.fid--6f75551e_1678f484c18_-5642,387,10,3304557,RIO DE JANEIRO,229,1465,ASSOCIAÇÃO EDUACACIONAL VEIGA DE ALMEIDA,ASSOCIAÇÃO EDUCACIONAL VEIGA DE ALMEIDA,MARACANÃ,RUA IBITURUNA 108,15,5804,-43.22123,-22.91197,POINT (-43.221229999999984 -22.911970000000004)
